variable,permutation,dropout_loss,label,Year
GNDVI,1,6376.89539629261,Remote Sensing,2016
NDVI,1,6319.9214050807,Remote Sensing,2016
VarietyCRIMSON,2,5901.97485936578,Other,2016
VarietyINIAGRAPEONE,2,5663.58278593302,Other,2016
VarietySABLE,2,5770.99292071638,Other,2016
VarietyTHOMPSON,2,5954.96275684235,Other,2016
VarietyTIMCO,2,5759.69112067552,Other,2016
FieldCRIMSON..99.00,2,5736.16358233955,Other,2016
FieldCRIMSON.04,2,5899.05699730347,Other,2016
FieldINIAGRAPE.ONE.14,2,5661.01655907655,Other,2016
FieldINIAGRAPE.ONE.15,2,5633.18244709715,Other,2016
FieldSABLE.14,2,5739.51436544635,Other,2016
FieldSABLE.16,2,5633.18244709715,Other,2016
FieldTHOMPSON.00,2,5678.95585782442,Other,2016
FieldTHOMPSON.07,2,5633.18244709715,Other,2016
FieldTHOMPSON.08,2,5642.24738141164,Other,2016
FieldTHOMPSON.96,2,5633.18244709715,Other,2016
FieldTIMCO.14.CR,2,5613.68482419153,Other,2016
Area_He,2,5947.01313719318,Other,2016
Average_Temp,2,5633.18244709715,Other,2016
Max_Temp,2,5633.18244709715,Other,2016
Min_Temp,2,5633.18244709715,Other,2016
Average_Hum,2,5633.18244709715,Other,2016
Average_Evapotranspiration,2,5633.18244709715,Other,2016
Accumulated_degree_Days,2,5633.18244709715,Other,2016
B1_mean,2,6338.92323031332,Remote Sensing,2016
B2_mean,2,6062.98466511143,Remote Sensing,2016
B3_mean,2,6627.17515395972,Remote Sensing,2016
B4_mean,2,6129.79323423304,Remote Sensing,2016
B5_mean,2,5974.53887664363,Remote Sensing,2016
B6_mean,2,6269.12920632468,Remote Sensing,2016
B7_mean,2,6138.12281945169,Remote Sensing,2016
B8_mean,2,6254.02225713619,Remote Sensing,2016
B8A_mean,2,6085.02936906255,Remote Sensing,2016
B9_mean,2,6322.75594009088,Remote Sensing,2016
B10_mean,2,5868.65651988145,Remote Sensing,2016
B11_mean,2,5851.62946362942,Remote Sensing,2016
B12_mean,2,5848.70723237436,Remote Sensing,2016
EVI,2,6250.86494283624,Remote Sensing,2016
GNDVI,2,5598.3852545319,Remote Sensing,2016
NDVI,2,6528.92434990832,Remote Sensing,2016
VarietyCRIMSON,3,6179.89469815722,Other,2016
VarietyINIAGRAPEONE,3,5738.06275263369,Other,2016
VarietySABLE,3,5797.80977004698,Other,2016
VarietyTHOMPSON,3,6047.4880212023,Other,2016
VarietyTIMCO,3,5525.86153808,Other,2016
FieldCRIMSON..99.00,3,5736.16358233955,Other,2016
FieldCRIMSON.04,3,5952.03528428909,Other,2016
FieldINIAGRAPE.ONE.14,3,5652.87477250138,Other,2016
FieldINIAGRAPE.ONE.15,3,5633.18244709715,Other,2016
FieldSABLE.14,3,5748.15213909636,Other,2016
FieldSABLE.16,3,5633.18244709715,Other,2016
FieldTHOMPSON.00,3,5646.69017493863,Other,2016
FieldTHOMPSON.07,3,5632.05462092064,Other,2016
FieldTHOMPSON.08,3,5674.30051504084,Other,2016
FieldTHOMPSON.96,3,5633.18244709715,Other,2016
FieldTIMCO.14.CR,3,5616.31400642801,Other,2016
Area_He,3,5925.02553509359,Other,2016
Average_Temp,3,5633.18244709715,Other,2016
Max_Temp,3,5633.18244709715,Other,2016
Min_Temp,3,5633.18244709715,Other,2016
Average_Hum,3,5633.18244709715,Other,2016
Average_Evapotranspiration,3,5633.18244709715,Other,2016
Accumulated_degree_Days,3,5633.18244709715,Other,2016
B1_mean,3,5976.51305023782,Remote Sensing,2016
B2_mean,3,6261.7424225318,Remote Sensing,2016
B3_mean,3,6313.38602484529,Remote Sensing,2016
B4_mean,3,6349.06890831523,Remote Sensing,2016
B5_mean,3,5712.5752940823,Remote Sensing,2016
B6_mean,3,6418.07158680241,Remote Sensing,2016
B7_mean,3,6304.09163557906,Remote Sensing,2016
B8_mean,3,6681.17555209577,Remote Sensing,2016
B8A_mean,3,6437.16504371049,Remote Sensing,2016
B9_mean,3,6372.15748712954,Remote Sensing,2016
B10_mean,3,5826.6006874264,Remote Sensing,2016
B11_mean,3,5945.33942688563,Remote Sensing,2016
B12_mean,3,6041.59118758282,Remote Sensing,2016
EVI,3,6375.91168428274,Remote Sensing,2016
GNDVI,3,5947.43817454599,Remote Sensing,2016
NDVI,3,6286.6183369308,Remote Sensing,2016
VarietyCRIMSON,4,6199.29609657086,Other,2016
VarietyINIAGRAPEONE,4,5792.51082728843,Other,2016
VarietySABLE,4,5797.80977004698,Other,2016
VarietyTHOMPSON,4,6192.49859093033,Other,2016
VarietyTIMCO,4,5629.43118578207,Other,2016
FieldCRIMSON..99.00,4,5700.88198405231,Other,2016
FieldCRIMSON.04,4,6031.82247637256,Other,2016
FieldINIAGRAPE.ONE.14,4,5681.07593643813,Other,2016
FieldINIAGRAPE.ONE.15,4,5633.18244709715,Other,2016
FieldSABLE.14,4,5633.18244709715,Other,2016
FieldSABLE.16,4,5633.18244709715,Other,2016
FieldTHOMPSON.00,4,5641.28680656379,Other,2016
FieldTHOMPSON.07,4,5633.18244709715,Other,2016
FieldTHOMPSON.08,4,5674.30051504084,Other,2016
FieldTHOMPSON.96,4,5649.99549343337,Other,2016
FieldTIMCO.14.CR,4,5633.18244709715,Other,2016
Area_He,4,5891.28291455079,Other,2016
Average_Temp,4,5633.18244709715,Other,2016
Max_Temp,4,5633.18244709715,Other,2016
Min_Temp,4,5633.18244709715,Other,2016
Average_Hum,4,5633.18244709715,Other,2016
Average_Evapotranspiration,4,5633.18244709715,Other,2016
Accumulated_degree_Days,4,5633.18244709715,Other,2016
B1_mean,4,6080.58693089934,Remote Sensing,2016
B2_mean,4,6432.680716946,Remote Sensing,2016
B3_mean,4,5936.76224230437,Remote Sensing,2016
B4_mean,4,6152.73299908276,Remote Sensing,2016
B5_mean,4,5768.71867018616,Remote Sensing,2016
B6_mean,4,6442.5855368432,Remote Sensing,2016
B7_mean,4,6433.13036449544,Remote Sensing,2016
B8_mean,4,6274.65523206867,Remote Sensing,2016
B8A_mean,4,6148.54314618398,Remote Sensing,2016
B9_mean,4,6558.73317011338,Remote Sensing,2016
B10_mean,4,5784.65376327425,Remote Sensing,2016
B11_mean,4,5942.27294947755,Remote Sensing,2016
B12_mean,4,6189.38953785436,Remote Sensing,2016
EVI,4,6412.06223979168,Remote Sensing,2016
GNDVI,4,5907.63508094625,Remote Sensing,2016
NDVI,4,6189.23785867079,Remote Sensing,2016
VarietyCRIMSON,5,6554.64965867756,Other,2016
VarietyINIAGRAPEONE,5,5792.51082728843,Other,2016
VarietySABLE,5,5766.1891805649,Other,2016
VarietyTHOMPSON,5,6187.03382741546,Other,2016
VarietyTIMCO,5,5633.18244709715,Other,2016
FieldCRIMSON..99.00,5,5843.76169793804,Other,2016
FieldCRIMSON.04,5,5740.65618582132,Other,2016
FieldINIAGRAPE.ONE.14,5,5650.59999507046,Other,2016
FieldINIAGRAPE.ONE.15,5,5633.18244709715,Other,2016
FieldSABLE.14,5,5801.49059869517,Other,2016
FieldSABLE.16,5,5633.18244709715,Other,2016
FieldTHOMPSON.00,5,5680.7874003055,Other,2016
FieldTHOMPSON.07,5,5634.72893271383,Other,2016
FieldTHOMPSON.08,5,5674.30051504084,Other,2016
FieldTHOMPSON.96,5,5653.57162470556,Other,2016
FieldTIMCO.14.CR,5,5546.58356996621,Other,2016
Area_He,5,5770.48784531935,Other,2016
Average_Temp,5,5633.18244709715,Other,2016
Max_Temp,5,5633.18244709715,Other,2016
Min_Temp,5,5633.18244709715,Other,2016
Average_Hum,5,5633.18244709715,Other,2016
Average_Evapotranspiration,5,5633.18244709715,Other,2016
Accumulated_degree_Days,5,5633.18244709715,Other,2016
B1_mean,5,6265.57769498501,Remote Sensing,2016
B2_mean,5,6615.87274454889,Remote Sensing,2016
B3_mean,5,5935.14376736061,Remote Sensing,2016
B4_mean,5,6355.37694932015,Remote Sensing,2016
B5_mean,5,6121.95669484594,Remote Sensing,2016
B6_mean,5,5836.60351243451,Remote Sensing,2016
B7_mean,5,6195.97142711741,Remote Sensing,2016
B8_mean,5,6650.49006364386,Remote Sensing,2016
B8A_mean,5,5945.78166011879,Remote Sensing,2016
B9_mean,5,6173.36288997132,Remote Sensing,2016
B10_mean,5,5814.35508752447,Remote Sensing,2016
B11_mean,5,5923.04855947527,Remote Sensing,2016
B12_mean,5,5787.85212795745,Remote Sensing,2016
EVI,5,6279.19552078492,Remote Sensing,2016
GNDVI,5,5969.46060644117,Remote Sensing,2016
NDVI,5,6225.90393640649,Remote Sensing,2016
VarietyCRIMSON,6,6274.19056896018,Other,2016
VarietyINIAGRAPEONE,6,5678.8000850355,Other,2016
VarietySABLE,6,5898.72785316117,Other,2016
VarietyTHOMPSON,6,6026.23922430647,Other,2016
VarietyTIMCO,6,5633.18244709715,Other,2016
FieldCRIMSON..99.00,6,5843.76169793804,Other,2016
FieldCRIMSON.04,6,6105.32106001224,Other,2016
FieldINIAGRAPE.ONE.14,6,5671.93782841757,Other,2016
FieldINIAGRAPE.ONE.15,6,5633.18244709715,Other,2016
FieldSABLE.14,6,5762.56393922823,Other,2016
FieldSABLE.16,6,5633.18244709715,Other,2016
FieldTHOMPSON.00,6,5640.55955743905,Other,2016
FieldTHOMPSON.07,6,5658.87274913964,Other,2016
FieldTHOMPSON.08,6,5701.03115083384,Other,2016
FieldTHOMPSON.96,6,5653.57162470556,Other,2016
FieldTIMCO.14.CR,6,5553.3979936011,Other,2016
Area_He,6,5941.76402680281,Other,2016
Average_Temp,6,5633.18244709715,Other,2016
Max_Temp,6,5633.18244709715,Other,2016
Min_Temp,6,5633.18244709715,Other,2016
Average_Hum,6,5633.18244709715,Other,2016
Average_Evapotranspiration,6,5633.18244709715,Other,2016
Accumulated_degree_Days,6,5633.18244709715,Other,2016
B1_mean,6,6412.68617674788,Remote Sensing,2016
B2_mean,6,5865.9446204342,Remote Sensing,2016
B3_mean,6,5948.65939638418,Remote Sensing,2016
B4_mean,6,6513.17434963048,Remote Sensing,2016
B5_mean,6,6095.8218841618,Remote Sensing,2016
B6_mean,6,6140.61316911416,Remote Sensing,2016
B7_mean,6,5837.1233747402,Remote Sensing,2016
B8_mean,6,6065.54126600638,Remote Sensing,2016
B8A_mean,6,6310.47761316706,Remote Sensing,2016
B9_mean,6,6054.53140438145,Remote Sensing,2016
B10_mean,6,5764.70192122342,Remote Sensing,2016
B11_mean,6,6012.09053549025,Remote Sensing,2016
B12_mean,6,6085.17338709747,Remote Sensing,2016
EVI,6,6272.87778978543,Remote Sensing,2016
GNDVI,6,5834.78303722494,Remote Sensing,2016
NDVI,6,5714.5286299179,Remote Sensing,2016
VarietyCRIMSON,7,5957.93340081493,Other,2016
VarietyINIAGRAPEONE,7,5781.59873732326,Other,2016
VarietySABLE,7,5782.02039168374,Other,2016
VarietyTHOMPSON,7,6096.54441812019,Other,2016
VarietyTIMCO,7,5525.86153808,Other,2016
FieldCRIMSON..99.00,7,5657.67374029246,Other,2016
FieldCRIMSON.04,7,5780.39549836635,Other,2016
FieldINIAGRAPE.ONE.14,7,5650.59999507046,Other,2016
FieldINIAGRAPE.ONE.15,7,5633.18244709715,Other,2016
FieldSABLE.14,7,5633.18244709715,Other,2016
FieldSABLE.16,7,5633.18244709715,Other,2016
FieldTHOMPSON.00,7,5646.69017493863,Other,2016
FieldTHOMPSON.07,7,5693.20422826783,Other,2016
FieldTHOMPSON.08,7,5636.32642519831,Other,2016
FieldTHOMPSON.96,7,5653.57162470556,Other,2016
FieldTIMCO.14.CR,7,5572.77206401993,Other,2016
Area_He,7,5823.51841235496,Other,2016
Average_Temp,7,5633.18244709715,Other,2016
Max_Temp,7,5633.18244709715,Other,2016
Min_Temp,7,5633.18244709715,Other,2016
Average_Hum,7,5633.18244709715,Other,2016
Average_Evapotranspiration,7,5633.18244709715,Other,2016
Accumulated_degree_Days,7,5633.18244709715,Other,2016
B1_mean,7,6417.66401890498,Remote Sensing,2016
B2_mean,7,6173.5241998597,Remote Sensing,2016
B3_mean,7,5944.30408070206,Remote Sensing,2016
B4_mean,7,6403.9421371034,Remote Sensing,2016
B5_mean,7,6042.15144386419,Remote Sensing,2016
B6_mean,7,6299.57394255402,Remote Sensing,2016
B7_mean,7,6304.72559599873,Remote Sensing,2016
B8_mean,7,6362.00676551492,Remote Sensing,2016
B8A_mean,7,6374.94417716898,Remote Sensing,2016
B9_mean,7,6466.29378757271,Remote Sensing,2016
B10_mean,7,5786.83332233558,Remote Sensing,2016
B11_mean,7,5900.51399337334,Remote Sensing,2016
B12_mean,7,5735.29022842702,Remote Sensing,2016
EVI,7,6342.54995747798,Remote Sensing,2016
GNDVI,7,6210.54723697658,Remote Sensing,2016
NDVI,7,6210.24112492924,Remote Sensing,2016
VarietyCRIMSON,8,6105.92794450078,Other,2016
VarietyINIAGRAPEONE,8,5633.18244709715,Other,2016
VarietySABLE,8,5770.99292071638,Other,2016
VarietyTHOMPSON,8,5803.56907674608,Other,2016
VarietyTIMCO,8,5524.82449773556,Other,2016
FieldCRIMSON..99.00,8,5927.60475654464,Other,2016
FieldCRIMSON.04,8,5780.39549836635,Other,2016
FieldINIAGRAPE.ONE.14,8,5720.27103147081,Other,2016
FieldINIAGRAPE.ONE.15,8,5633.18244709715,Other,2016
FieldSABLE.14,8,5633.18244709715,Other,2016
FieldSABLE.16,8,5633.18244709715,Other,2016
FieldTHOMPSON.00,8,5641.28680656379,Other,2016
FieldTHOMPSON.07,8,5693.20422826783,Other,2016
FieldTHOMPSON.08,8,5633.18244709715,Other,2016
FieldTHOMPSON.96,8,5653.57162470556,Other,2016
FieldTIMCO.14.CR,8,5613.68482419153,Other,2016
Area_He,8,5818.53800733402,Other,2016
Average_Temp,8,5633.18244709715,Other,2016
Max_Temp,8,5633.18244709715,Other,2016
Min_Temp,8,5633.18244709715,Other,2016
Average_Hum,8,5633.18244709715,Other,2016
Average_Evapotranspiration,8,5633.18244709715,Other,2016
Accumulated_degree_Days,8,5633.18244709715,Other,2016
B1_mean,8,6132.78219634675,Remote Sensing,2016
B2_mean,8,6047.75706498701,Remote Sensing,2016
B3_mean,8,6532.31086945638,Remote Sensing,2016
B4_mean,8,6460.27137410919,Remote Sensing,2016
B5_mean,8,6098.88143090031,Remote Sensing,2016
B6_mean,8,6194.09936291499,Remote Sensing,2016
B7_mean,8,6251.42897830889,Remote Sensing,2016
B8_mean,8,5945.95920002377,Remote Sensing,2016
B8A_mean,8,5853.64359548108,Remote Sensing,2016
B9_mean,8,6110.32943725403,Remote Sensing,2016
B10_mean,8,5832.51816988386,Remote Sensing,2016
B11_mean,8,5769.43422363679,Remote Sensing,2016
B12_mean,8,6063.79643767063,Remote Sensing,2016
EVI,8,5976.84347540621,Remote Sensing,2016
GNDVI,8,6841.9137202882,Remote Sensing,2016
NDVI,8,6342.79049210803,Remote Sensing,2016
VarietyCRIMSON,9,6601.41856006266,Other,2016
VarietyINIAGRAPEONE,9,5633.18244709715,Other,2016
VarietySABLE,9,5783.41721706947,Other,2016
VarietyTHOMPSON,9,5781.9155616517,Other,2016
VarietyTIMCO,9,5629.43118578207,Other,2016
FieldCRIMSON..99.00,9,5843.76169793804,Other,2016
FieldCRIMSON.04,9,5952.03528428909,Other,2016
FieldINIAGRAPE.ONE.14,9,5661.01655907655,Other,2016
FieldINIAGRAPE.ONE.15,9,5633.18244709715,Other,2016
FieldSABLE.14,9,5748.15213909636,Other,2016
FieldSABLE.16,9,5633.18244709715,Other,2016
FieldTHOMPSON.00,9,5639.13637387489,Other,2016
FieldTHOMPSON.07,9,5626.62094373585,Other,2016
FieldTHOMPSON.08,9,5642.24738141164,Other,2016
FieldTHOMPSON.96,9,5745.66237884753,Other,2016
FieldTIMCO.14.CR,9,5672.93543799,Other,2016
Area_He,9,5847.41264655383,Other,2016
Average_Temp,9,5633.18244709715,Other,2016
Max_Temp,9,5633.18244709715,Other,2016
Min_Temp,9,5633.18244709715,Other,2016
Average_Hum,9,5633.18244709715,Other,2016
Average_Evapotranspiration,9,5633.18244709715,Other,2016
Accumulated_degree_Days,9,5633.18244709715,Other,2016
B1_mean,9,5854.59300849207,Remote Sensing,2016
B2_mean,9,5715.32795907689,Remote Sensing,2016
B3_mean,9,6070.75034639202,Remote Sensing,2016
B4_mean,9,6415.44577527143,Remote Sensing,2016
B5_mean,9,6043.06945788789,Remote Sensing,2016
B6_mean,9,6159.90979126079,Remote Sensing,2016
B7_mean,9,6113.46931491908,Remote Sensing,2016
B8_mean,9,6027.31889853282,Remote Sensing,2016
B8A_mean,9,6556.90876642206,Remote Sensing,2016
B9_mean,9,6607.45700993851,Remote Sensing,2016
B10_mean,9,5724.23198969606,Remote Sensing,2016
B11_mean,9,5855.5695451865,Remote Sensing,2016
B12_mean,9,5972.80739986774,Remote Sensing,2016
EVI,9,6046.18827982867,Remote Sensing,2016
GNDVI,9,6625.21988572253,Remote Sensing,2016
NDVI,9,6507.50426658803,Remote Sensing,2016
VarietyCRIMSON,10,6601.41856006266,Other,2016
VarietyINIAGRAPEONE,10,5645.89924985783,Other,2016
VarietySABLE,10,5817.85171113597,Other,2016
VarietyTHOMPSON,10,6186.47431961114,Other,2016
VarietyTIMCO,10,5629.43118578207,Other,2016
FieldCRIMSON..99.00,10,5657.67374029246,Other,2016
FieldCRIMSON.04,10,6105.32106001224,Other,2016
FieldINIAGRAPE.ONE.14,10,5661.01655907655,Other,2016
FieldINIAGRAPE.ONE.15,10,5633.18244709715,Other,2016
FieldSABLE.14,10,5748.15213909636,Other,2016
FieldSABLE.16,10,5633.18244709715,Other,2016
FieldTHOMPSON.00,10,5697.61646156505,Other,2016
FieldTHOMPSON.07,10,5658.87274913964,Other,2016
FieldTHOMPSON.08,10,5633.18244709715,Other,2016
FieldTHOMPSON.96,10,5703.70484663718,Other,2016
FieldTIMCO.14.CR,10,5682.78554471318,Other,2016
Area_He,10,5891.97632417678,Other,2016
Average_Temp,10,5633.18244709715,Other,2016
Max_Temp,10,5633.18244709715,Other,2016
Min_Temp,10,5633.18244709715,Other,2016
Average_Hum,10,5633.18244709715,Other,2016
Average_Evapotranspiration,10,5633.18244709715,Other,2016
Accumulated_degree_Days,10,5633.18244709715,Other,2016
B1_mean,10,6276.99726955549,Remote Sensing,2016
B2_mean,10,6449.36923106394,Remote Sensing,2016
B3_mean,10,6087.00642000241,Remote Sensing,2016
B4_mean,10,6219.35994347251,Remote Sensing,2016
B5_mean,10,5924.15837036607,Remote Sensing,2016
B6_mean,10,6328.28440880486,Remote Sensing,2016
B7_mean,10,6017.6029789389,Remote Sensing,2016
B8_mean,10,6249.3178208909,Remote Sensing,2016
B8A_mean,10,6156.10974497901,Remote Sensing,2016
B9_mean,10,6285.96414875028,Remote Sensing,2016
B10_mean,10,5924.62611326729,Remote Sensing,2016
B11_mean,10,5781.13014204545,Remote Sensing,2016
B12_mean,10,6009.36757390907,Remote Sensing,2016
EVI,10,6316.84524612398,Remote Sensing,2016
GNDVI,10,6232.74462658936,Remote Sensing,2016
NDVI,10,5930.37198266933,Remote Sensing,2016
FieldCRIMSON.04,0,3877.08346705016,Other,2017
B2_mean,0,3894.32901070061,Remote Sensing,2017
B1_mean,0,3903.97505625192,Remote Sensing,2017
FieldTHOMPSON.08,0,3940.63897646843,Other,2017
FieldINIAGRAPE.ONE.15,0,3945.65661584273,Other,2017
FieldSABLE.16,0,3945.65661584273,Other,2017
Average_Temp,0,3945.65661584273,Other,2017
Max_Temp,0,3945.65661584273,Other,2017
Min_Temp,0,3945.65661584273,Other,2017
Average_Hum,0,3945.65661584273,Other,2017
Average_Evapotranspiration,0,3945.65661584273,Other,2017
Accumulated_degree_Days,0,3945.65661584273,Other,2017
VarietyTIMCO,0,3955.28489674145,Other,2017
FieldTHOMPSON.00,0,3955.56751927216,Other,2017
FieldCRIMSON..99.00,0,3958.32972215912,Other,2017
FieldTIMCO.14.CR,0,3965.98343739987,Other,2017
VarietyCRIMSON,0,3971.72712761038,Other,2017
FieldTHOMPSON.07,0,3979.33599767511,Other,2017
NDVI,0,3980.95131253373,Remote Sensing,2017
FieldTHOMPSON.96,0,3998.97734139312,Other,2017
GNDVI,0,4001.90545293224,Remote Sensing,2017
FieldINIAGRAPE.ONE.14,0,4009.71244835227,Other,2017
VarietyTHOMPSON,0,4032.54770156112,Other,2017
FieldSABLE.14,0,4039.15428422941,Other,2017
Area_He,0,4044.19855011359,Other,2017
VarietySABLE,0,4053.23736871328,Other,2017
B9_mean,0,4057.56361665054,Remote Sensing,2017
B7_mean,0,4058.51950400279,Remote Sensing,2017
B6_mean,0,4058.97624292194,Remote Sensing,2017
B8_mean,0,4060.13989558728,Remote Sensing,2017
B4_mean,0,4063.83807974072,Remote Sensing,2017
VarietyINIAGRAPEONE,0,4084.84313646193,Other,2017
B5_mean,0,4085.83722206608,Remote Sensing,2017
EVI,0,4111.6573913243,Remote Sensing,2017
B8A_mean,0,4115.35056970763,Remote Sensing,2017
B11_mean,0,4115.92965397869,Remote Sensing,2017
B3_mean,0,4119.81158739993,Remote Sensing,2017
B12_mean,0,4128.18022362733,Remote Sensing,2017
B10_mean,0,4148.07045868063,Remote Sensing,2017
VarietyCRIMSON,1,3729.85275101996,Other,2017
VarietyINIAGRAPEONE,1,4080.84477322626,Other,2017
VarietySABLE,1,4076.85319851966,Other,2017
VarietyTHOMPSON,1,3945.65661584273,Other,2017
VarietyTIMCO,1,3945.65661584273,Other,2017
FieldCRIMSON..99.00,1,3992.2177095611,Other,2017
FieldCRIMSON.04,1,3848.34738987697,Other,2017
FieldINIAGRAPE.ONE.14,1,4015.67302789635,Other,2017
FieldINIAGRAPE.ONE.15,1,3945.65661584273,Other,2017
FieldSABLE.14,1,4029.80830054229,Other,2017
FieldSABLE.16,1,3945.65661584273,Other,2017
FieldTHOMPSON.00,1,3940.44666751042,Other,2017
FieldTHOMPSON.07,1,3979.33287351635,Other,2017
FieldTHOMPSON.08,1,3948.90307000683,Other,2017
FieldTHOMPSON.96,1,3944.8502329494,Other,2017
FieldTIMCO.14.CR,1,3923.3154780528,Other,2017
Area_He,1,4089.42601182794,Other,2017
Average_Temp,1,3945.65661584273,Other,2017
Max_Temp,1,3945.65661584273,Other,2017
Min_Temp,1,3945.65661584273,Other,2017
Average_Hum,1,3945.65661584273,Other,2017
Average_Evapotranspiration,1,3945.65661584273,Other,2017
Accumulated_degree_Days,1,3945.65661584273,Other,2017
B1_mean,1,3914.89902135667,Remote Sensing,2017
B2_mean,1,3823.15172595033,Remote Sensing,2017
B3_mean,1,4016.84499446009,Remote Sensing,2017
B4_mean,1,3889.73444934367,Remote Sensing,2017
B5_mean,1,4337.92338691338,Remote Sensing,2017
B6_mean,1,4138.53465981175,Remote Sensing,2017
B7_mean,1,4032.88667077829,Remote Sensing,2017
B8_mean,1,4036.57060967447,Remote Sensing,2017
B8A_mean,1,4154.69823102903,Remote Sensing,2017
B9_mean,1,4052.48833634248,Remote Sensing,2017
B10_mean,1,4231.11244250534,Remote Sensing,2017
B11_mean,1,4160.60431344269,Remote Sensing,2017
B12_mean,1,4018.37636826323,Remote Sensing,2017
EVI,1,4113.90817893377,Remote Sensing,2017
GNDVI,1,3962.19288623667,Remote Sensing,2017
NDVI,1,3966.51106574255,Remote Sensing,2017
VarietyCRIMSON,2,4102.58563122297,Other,2017
VarietyINIAGRAPEONE,2,4080.60853251121,Other,2017
VarietySABLE,2,4076.85319851966,Other,2017
VarietyTHOMPSON,2,4032.46751801193,Other,2017
VarietyTIMCO,2,3940.81882745102,Other,2017
FieldCRIMSON..99.00,2,3926.65667143492,Other,2017
FieldCRIMSON.04,2,3763.04783015131,Other,2017
