variable,permutation,dropout_loss,label,Year
FieldTHOMPSON.96,3,16023.6853533411,Other,2016
FieldTIMCO.14.CR,3,16023.6853533411,Other,2016
Year,3,16023.6853533411,Other,2016
Area_He,3,16023.6853533411,Other,2016
Kg_He,3,16023.6853533411,Other,2016
Average_Temp,3,16023.6853533411,Other,2016
Max_Temp,3,16023.6853533411,Other,2016
Min_Temp,3,16023.6853533411,Other,2016
Average_Hum,3,16023.6853533411,Other,2016
Average_Evapotranspiration,3,16023.6853533411,Other,2016
Accumulated_degree_Days,3,16023.6853533411,Other,2016
B1_mean,3,16023.6853533411,Remote Sensing,2016
B2_mean,3,16023.6853533411,Remote Sensing,2016
B3_mean,3,16023.6853533411,Remote Sensing,2016
B4_mean,3,16023.6853533411,Remote Sensing,2016
B5_mean,3,16023.6853533411,Remote Sensing,2016
B6_mean,3,16023.6853533411,Remote Sensing,2016
B7_mean,3,16023.6853533411,Remote Sensing,2016
B8_mean,3,16023.6853533411,Remote Sensing,2016
B8A_mean,3,16023.6853533411,Remote Sensing,2016
B9_mean,3,16023.6853533411,Remote Sensing,2016
B10_mean,3,16023.6853533411,Remote Sensing,2016
B11_mean,3,16023.6853533411,Remote Sensing,2016
B12_mean,3,16023.6853533411,Remote Sensing,2016
EVI,3,16023.6853533411,Remote Sensing,2016
GNDVI,3,16023.6853533411,Remote Sensing,2016
NDVI,3,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,4,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,4,16023.6853533411,Other,2016
VarietySABLE,4,16023.6853533411,Other,2016
VarietyTHOMPSON,4,16023.6853533411,Other,2016
VarietyTIMCO,4,16023.6853533411,Other,2016
FieldCRIMSON..99.00,4,16023.6853533411,Other,2016
FieldCRIMSON.04,4,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,4,16023.6853533411,Other,2016
FieldSABLE.14,4,16023.6853533411,Other,2016
FieldTHOMPSON.00,4,16023.6853533411,Other,2016
FieldTHOMPSON.07,4,16023.6853533411,Other,2016
FieldTHOMPSON.08,4,16023.6853533411,Other,2016
FieldTHOMPSON.96,4,16023.6853533411,Other,2016
FieldTIMCO.14.CR,4,16023.6853533411,Other,2016
Year,4,16023.6853533411,Other,2016
Area_He,4,16023.6853533411,Other,2016
Kg_He,4,16023.6853533411,Other,2016
Average_Temp,4,16023.6853533411,Other,2016
Max_Temp,4,16023.6853533411,Other,2016
Min_Temp,4,16023.6853533411,Other,2016
Average_Hum,4,16023.6853533411,Other,2016
Average_Evapotranspiration,4,16023.6853533411,Other,2016
Accumulated_degree_Days,4,16023.6853533411,Other,2016
B1_mean,4,16023.6853533411,Remote Sensing,2016
B2_mean,4,16023.6853533411,Remote Sensing,2016
B3_mean,4,16023.6853533411,Remote Sensing,2016
B4_mean,4,16023.6853533411,Remote Sensing,2016
B5_mean,4,16023.6853533411,Remote Sensing,2016
B6_mean,4,16023.6853533411,Remote Sensing,2016
B7_mean,4,16023.6853533411,Remote Sensing,2016
B8_mean,4,16023.6853533411,Remote Sensing,2016
B8A_mean,4,16023.6853533411,Remote Sensing,2016
B9_mean,4,16023.6853533411,Remote Sensing,2016
B10_mean,4,16023.6853533411,Remote Sensing,2016
B11_mean,4,16023.6853533411,Remote Sensing,2016
B12_mean,4,16023.6853533411,Remote Sensing,2016
EVI,4,16023.6853533411,Remote Sensing,2016
GNDVI,4,16023.6853533411,Remote Sensing,2016
NDVI,4,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,5,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,5,16023.6853533411,Other,2016
VarietySABLE,5,16023.6853533411,Other,2016
VarietyTHOMPSON,5,16023.6853533411,Other,2016
VarietyTIMCO,5,16023.6853533411,Other,2016
FieldCRIMSON..99.00,5,16023.6853533411,Other,2016
FieldCRIMSON.04,5,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,5,16023.6853533411,Other,2016
FieldSABLE.14,5,16023.6853533411,Other,2016
FieldTHOMPSON.00,5,16023.6853533411,Other,2016
FieldTHOMPSON.07,5,16023.6853533411,Other,2016
FieldTHOMPSON.08,5,16023.6853533411,Other,2016
FieldTHOMPSON.96,5,16023.6853533411,Other,2016
FieldTIMCO.14.CR,5,16023.6853533411,Other,2016
Year,5,16023.6853533411,Other,2016
Area_He,5,16023.6853533411,Other,2016
Kg_He,5,16023.6853533411,Other,2016
Average_Temp,5,16023.6853533411,Other,2016
Max_Temp,5,16023.6853533411,Other,2016
Min_Temp,5,16023.6853533411,Other,2016
Average_Hum,5,16023.6853533411,Other,2016
Average_Evapotranspiration,5,16023.6853533411,Other,2016
Accumulated_degree_Days,5,16023.6853533411,Other,2016
B1_mean,5,16023.6853533411,Remote Sensing,2016
B2_mean,5,16023.6853533411,Remote Sensing,2016
B3_mean,5,16023.6853533411,Remote Sensing,2016
B4_mean,5,16023.6853533411,Remote Sensing,2016
B5_mean,5,16023.6853533411,Remote Sensing,2016
B6_mean,5,16023.6853533411,Remote Sensing,2016
B7_mean,5,16023.6853533411,Remote Sensing,2016
B8_mean,5,16023.6853533411,Remote Sensing,2016
B8A_mean,5,16023.6853533411,Remote Sensing,2016
B9_mean,5,16023.6853533411,Remote Sensing,2016
B10_mean,5,16023.6853533411,Remote Sensing,2016
B11_mean,5,16023.6853533411,Remote Sensing,2016
B12_mean,5,16023.6853533411,Remote Sensing,2016
EVI,5,16023.6853533411,Remote Sensing,2016
GNDVI,5,16023.6853533411,Remote Sensing,2016
NDVI,5,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,6,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,6,16023.6853533411,Other,2016
VarietySABLE,6,16023.6853533411,Other,2016
VarietyTHOMPSON,6,16023.6853533411,Other,2016
VarietyTIMCO,6,16023.6853533411,Other,2016
FieldCRIMSON..99.00,6,16023.6853533411,Other,2016
FieldCRIMSON.04,6,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,6,16023.6853533411,Other,2016
FieldSABLE.14,6,16023.6853533411,Other,2016
FieldTHOMPSON.00,6,16023.6853533411,Other,2016
FieldTHOMPSON.07,6,16023.6853533411,Other,2016
FieldTHOMPSON.08,6,16023.6853533411,Other,2016
FieldTHOMPSON.96,6,16023.6853533411,Other,2016
FieldTIMCO.14.CR,6,16023.6853533411,Other,2016
Year,6,16023.6853533411,Other,2016
Area_He,6,16023.6853533411,Other,2016
Kg_He,6,16023.6853533411,Other,2016
Average_Temp,6,16023.6853533411,Other,2016
Max_Temp,6,16023.6853533411,Other,2016
Min_Temp,6,16023.6853533411,Other,2016
Average_Hum,6,16023.6853533411,Other,2016
Average_Evapotranspiration,6,16023.6853533411,Other,2016
Accumulated_degree_Days,6,16023.6853533411,Other,2016
B1_mean,6,16023.6853533411,Remote Sensing,2016
B2_mean,6,16023.6853533411,Remote Sensing,2016
B3_mean,6,16023.6853533411,Remote Sensing,2016
B4_mean,6,16023.6853533411,Remote Sensing,2016
B5_mean,6,16023.6853533411,Remote Sensing,2016
B6_mean,6,16023.6853533411,Remote Sensing,2016
B7_mean,6,16023.6853533411,Remote Sensing,2016
B8_mean,6,16023.6853533411,Remote Sensing,2016
B8A_mean,6,16023.6853533411,Remote Sensing,2016
B9_mean,6,16023.6853533411,Remote Sensing,2016
B10_mean,6,16023.6853533411,Remote Sensing,2016
B11_mean,6,16023.6853533411,Remote Sensing,2016
B12_mean,6,16023.6853533411,Remote Sensing,2016
EVI,6,16023.6853533411,Remote Sensing,2016
GNDVI,6,16023.6853533411,Remote Sensing,2016
NDVI,6,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,7,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,7,16023.6853533411,Other,2016
VarietySABLE,7,16023.6853533411,Other,2016
VarietyTHOMPSON,7,16023.6853533411,Other,2016
VarietyTIMCO,7,16023.6853533411,Other,2016
FieldCRIMSON..99.00,7,16023.6853533411,Other,2016
FieldCRIMSON.04,7,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,7,16023.6853533411,Other,2016
FieldSABLE.14,7,16023.6853533411,Other,2016
FieldTHOMPSON.00,7,16023.6853533411,Other,2016
FieldTHOMPSON.07,7,16023.6853533411,Other,2016
FieldTHOMPSON.08,7,16023.6853533411,Other,2016
FieldTHOMPSON.96,7,16023.6853533411,Other,2016
FieldTIMCO.14.CR,7,16023.6853533411,Other,2016
Year,7,16023.6853533411,Other,2016
Area_He,7,16023.6853533411,Other,2016
Kg_He,7,16023.6853533411,Other,2016
Average_Temp,7,16023.6853533411,Other,2016
Max_Temp,7,16023.6853533411,Other,2016
Min_Temp,7,16023.6853533411,Other,2016
Average_Hum,7,16023.6853533411,Other,2016
Average_Evapotranspiration,7,16023.6853533411,Other,2016
Accumulated_degree_Days,7,16023.6853533411,Other,2016
B1_mean,7,16023.6853533411,Remote Sensing,2016
B2_mean,7,16023.6853533411,Remote Sensing,2016
B3_mean,7,16023.6853533411,Remote Sensing,2016
B4_mean,7,16023.6853533411,Remote Sensing,2016
B5_mean,7,16023.6853533411,Remote Sensing,2016
B6_mean,7,16023.6853533411,Remote Sensing,2016
B7_mean,7,16023.6853533411,Remote Sensing,2016
B8_mean,7,16023.6853533411,Remote Sensing,2016
B8A_mean,7,16023.6853533411,Remote Sensing,2016
B9_mean,7,16023.6853533411,Remote Sensing,2016
B10_mean,7,16023.6853533411,Remote Sensing,2016
B11_mean,7,16023.6853533411,Remote Sensing,2016
B12_mean,7,16023.6853533411,Remote Sensing,2016
EVI,7,16023.6853533411,Remote Sensing,2016
GNDVI,7,16023.6853533411,Remote Sensing,2016
NDVI,7,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,8,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,8,16023.6853533411,Other,2016
VarietySABLE,8,16023.6853533411,Other,2016
VarietyTHOMPSON,8,16023.6853533411,Other,2016
VarietyTIMCO,8,16023.6853533411,Other,2016
FieldCRIMSON..99.00,8,16023.6853533411,Other,2016
FieldCRIMSON.04,8,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,8,16023.6853533411,Other,2016
FieldSABLE.14,8,16023.6853533411,Other,2016
FieldTHOMPSON.00,8,16023.6853533411,Other,2016
FieldTHOMPSON.07,8,16023.6853533411,Other,2016
FieldTHOMPSON.08,8,16023.6853533411,Other,2016
FieldTHOMPSON.96,8,16023.6853533411,Other,2016
FieldTIMCO.14.CR,8,16023.6853533411,Other,2016
Year,8,16023.6853533411,Other,2016
Area_He,8,16023.6853533411,Other,2016
Kg_He,8,16023.6853533411,Other,2016
Average_Temp,8,16023.6853533411,Other,2016
Max_Temp,8,16023.6853533411,Other,2016
Min_Temp,8,16023.6853533411,Other,2016
Average_Hum,8,16023.6853533411,Other,2016
Average_Evapotranspiration,8,16023.6853533411,Other,2016
Accumulated_degree_Days,8,16023.6853533411,Other,2016
B1_mean,8,16023.6853533411,Remote Sensing,2016
B2_mean,8,16023.6853533411,Remote Sensing,2016
B3_mean,8,16023.6853533411,Remote Sensing,2016
B4_mean,8,16023.6853533411,Remote Sensing,2016
B5_mean,8,16023.6853533411,Remote Sensing,2016
B6_mean,8,16023.6853533411,Remote Sensing,2016
B7_mean,8,16023.6853533411,Remote Sensing,2016
B8_mean,8,16023.6853533411,Remote Sensing,2016
B8A_mean,8,16023.6853533411,Remote Sensing,2016
B9_mean,8,16023.6853533411,Remote Sensing,2016
B10_mean,8,16023.6853533411,Remote Sensing,2016
B11_mean,8,16023.6853533411,Remote Sensing,2016
B12_mean,8,16023.6853533411,Remote Sensing,2016
EVI,8,16023.6853533411,Remote Sensing,2016
GNDVI,8,16023.6853533411,Remote Sensing,2016
NDVI,8,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,9,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,9,16023.6853533411,Other,2016
VarietySABLE,9,16023.6853533411,Other,2016
VarietyTHOMPSON,9,16023.6853533411,Other,2016
VarietyTIMCO,9,16023.6853533411,Other,2016
FieldCRIMSON..99.00,9,16023.6853533411,Other,2016
FieldCRIMSON.04,9,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,9,16023.6853533411,Other,2016
FieldSABLE.14,9,16023.6853533411,Other,2016
FieldTHOMPSON.00,9,16023.6853533411,Other,2016
FieldTHOMPSON.07,9,16023.6853533411,Other,2016
FieldTHOMPSON.08,9,16023.6853533411,Other,2016
FieldTHOMPSON.96,9,16023.6853533411,Other,2016
FieldTIMCO.14.CR,9,16023.6853533411,Other,2016
Year,9,16023.6853533411,Other,2016
Area_He,9,16023.6853533411,Other,2016
Kg_He,9,16023.6853533411,Other,2016
Average_Temp,9,16023.6853533411,Other,2016
Max_Temp,9,16023.6853533411,Other,2016
Min_Temp,9,16023.6853533411,Other,2016
Average_Hum,9,16023.6853533411,Other,2016
Average_Evapotranspiration,9,16023.6853533411,Other,2016
Accumulated_degree_Days,9,16023.6853533411,Other,2016
B1_mean,9,16023.6853533411,Remote Sensing,2016
B2_mean,9,16023.6853533411,Remote Sensing,2016
B3_mean,9,16023.6853533411,Remote Sensing,2016
B4_mean,9,16023.6853533411,Remote Sensing,2016
B5_mean,9,16023.6853533411,Remote Sensing,2016
B6_mean,9,16023.6853533411,Remote Sensing,2016
B7_mean,9,16023.6853533411,Remote Sensing,2016
B8_mean,9,16023.6853533411,Remote Sensing,2016
B8A_mean,9,16023.6853533411,Remote Sensing,2016
B9_mean,9,16023.6853533411,Remote Sensing,2016
B10_mean,9,16023.6853533411,Remote Sensing,2016
B11_mean,9,16023.6853533411,Remote Sensing,2016
B12_mean,9,16023.6853533411,Remote Sensing,2016
EVI,9,16023.6853533411,Remote Sensing,2016
GNDVI,9,16023.6853533411,Remote Sensing,2016
NDVI,9,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,10,16023.6853533411,Other,2016
VarietyINIAGRAPEONE,10,16023.6853533411,Other,2016
VarietySABLE,10,16023.6853533411,Other,2016
VarietyTHOMPSON,10,16023.6853533411,Other,2016
VarietyTIMCO,10,16023.6853533411,Other,2016
FieldCRIMSON..99.00,10,16023.6853533411,Other,2016
FieldCRIMSON.04,10,16023.6853533411,Other,2016
FieldINIAGRAPE.ONE.14,10,16023.6853533411,Other,2016
FieldSABLE.14,10,16023.6853533411,Other,2016
FieldTHOMPSON.00,10,16023.6853533411,Other,2016
FieldTHOMPSON.07,10,16023.6853533411,Other,2016
FieldTHOMPSON.08,10,16023.6853533411,Other,2016
FieldTHOMPSON.96,10,16023.6853533411,Other,2016
FieldTIMCO.14.CR,10,16023.6853533411,Other,2016
Year,10,16023.6853533411,Other,2016
Area_He,10,16023.6853533411,Other,2016
Kg_He,10,16023.6853533411,Other,2016
Average_Temp,10,16023.6853533411,Other,2016
Max_Temp,10,16023.6853533411,Other,2016
Min_Temp,10,16023.6853533411,Other,2016
Average_Hum,10,16023.6853533411,Other,2016
Average_Evapotranspiration,10,16023.6853533411,Other,2016
Accumulated_degree_Days,10,16023.6853533411,Other,2016
B1_mean,10,16023.6853533411,Remote Sensing,2016
B2_mean,10,16023.6853533411,Remote Sensing,2016
B3_mean,10,16023.6853533411,Remote Sensing,2016
B4_mean,10,16023.6853533411,Remote Sensing,2016
B5_mean,10,16023.6853533411,Remote Sensing,2016
B6_mean,10,16023.6853533411,Remote Sensing,2016
B7_mean,10,16023.6853533411,Remote Sensing,2016
B8_mean,10,16023.6853533411,Remote Sensing,2016
B8A_mean,10,16023.6853533411,Remote Sensing,2016
B9_mean,10,16023.6853533411,Remote Sensing,2016
B10_mean,10,16023.6853533411,Remote Sensing,2016
B11_mean,10,16023.6853533411,Remote Sensing,2016
B12_mean,10,16023.6853533411,Remote Sensing,2016
EVI,10,16023.6853533411,Remote Sensing,2016
GNDVI,10,16023.6853533411,Remote Sensing,2016
NDVI,10,16023.6853533411,Remote Sensing,2016
VarietyCRIMSON,0,4639.94461293533,Other,2017
VarietyINIAGRAPEONE,0,4639.94461293533,Other,2017
VarietySABLE,0,4639.94461293533,Other,2017
VarietyTHOMPSON,0,4639.94461293533,Other,2017
VarietyTIMCO,0,4639.94461293533,Other,2017
FieldCRIMSON..99.00,0,4639.94461293533,Other,2017
FieldCRIMSON.04,0,4639.94461293533,Other,2017
FieldINIAGRAPE.ONE.14,0,4639.94461293533,Other,2017
FieldSABLE.14,0,4639.94461293533,Other,2017
FieldTHOMPSON.00,0,4639.94461293533,Other,2017
FieldTHOMPSON.07,0,4639.94461293533,Other,2017
FieldTHOMPSON.08,0,4639.94461293533,Other,2017
FieldTHOMPSON.96,0,4639.94461293533,Other,2017
FieldTIMCO.14.CR,0,4639.94461293533,Other,2017
Year,0,4639.94461293533,Other,2017
Area_He,0,4639.94461293533,Other,2017
Kg_He,0,4639.94461293533,Other,2017
Average_Temp,0,4639.94461293533,Other,2017
Max_Temp,0,4639.94461293533,Other,2017
Min_Temp,0,4639.94461293533,Other,2017
Average_Hum,0,4639.94461293533,Other,2017
Average_Evapotranspiration,0,4639.94461293533,Other,2017
Accumulated_degree_Days,0,4639.94461293533,Other,2017
B1_mean,0,4639.94461293533,Remote Sensing,2017
B2_mean,0,4639.94461293533,Remote Sensing,2017
B3_mean,0,4639.94461293533,Remote Sensing,2017
B4_mean,0,4639.94461293533,Remote Sensing,2017
B5_mean,0,4639.94461293533,Remote Sensing,2017
B6_mean,0,4639.94461293533,Remote Sensing,2017
B7_mean,0,4639.94461293533,Remote Sensing,2017
B8_mean,0,4639.94461293533,Remote Sensing,2017
B8A_mean,0,4639.94461293533,Remote Sensing,2017
B9_mean,0,4639.94461293533,Remote Sensing,2017
B10_mean,0,4639.94461293533,Remote Sensing,2017
B11_mean,0,4639.94461293533,Remote Sensing,2017
B12_mean,0,4639.94461293533,Remote Sensing,2017
EVI,0,4639.94461293533,Remote Sensing,2017
GNDVI,0,4639.94461293533,Remote Sensing,2017
NDVI,0,4639.94461293533,Remote Sensing,2017
VarietyCRIMSON,1,4639.94461293533,Other,2017
VarietyINIAGRAPEONE,1,4639.94461293533,Other,2017
VarietySABLE,1,4639.94461293533,Other,2017
VarietyTHOMPSON,1,4639.94461293533,Other,2017
VarietyTIMCO,1,4639.94461293533,Other,2017
FieldCRIMSON..99.00,1,4639.94461293533,Other,2017
FieldCRIMSON.04,1,4639.94461293533,Other,2017
FieldINIAGRAPE.ONE.14,1,4639.94461293533,Other,2017
FieldSABLE.14,1,4639.94461293533,Other,2017
FieldTHOMPSON.00,1,4639.94461293533,Other,2017
FieldTHOMPSON.07,1,4639.94461293533,Other,2017
FieldTHOMPSON.08,1,4639.94461293533,Other,2017
FieldTHOMPSON.96,1,4639.94461293533,Other,2017
FieldTIMCO.14.CR,1,4639.94461293533,Other,2017
Year,1,4639.94461293533,Other,2017
Area_He,1,4639.94461293533,Other,2017
Kg_He,1,4639.94461293533,Other,2017
Average_Temp,1,4639.94461293533,Other,2017
Max_Temp,1,4639.94461293533,Other,2017
Min_Temp,1,4639.94461293533,Other,2017
Average_Hum,1,4639.94461293533,Other,2017
Average_Evapotranspiration,1,4639.94461293533,Other,2017
Accumulated_degree_Days,1,4639.94461293533,Other,2017
B1_mean,1,4639.94461293533,Remote Sensing,2017
B2_mean,1,4639.94461293533,Remote Sensing,2017
B3_mean,1,4639.94461293533,Remote Sensing,2017
B4_mean,1,4639.94461293533,Remote Sensing,2017
B5_mean,1,4639.94461293533,Remote Sensing,2017
B6_mean,1,4639.94461293533,Remote Sensing,2017
B7_mean,1,4639.94461293533,Remote Sensing,2017
B8_mean,1,4639.94461293533,Remote Sensing,2017
B8A_mean,1,4639.94461293533,Remote Sensing,2017
B9_mean,1,4639.94461293533,Remote Sensing,2017
B10_mean,1,4639.94461293533,Remote Sensing,2017
B11_mean,1,4639.94461293533,Remote Sensing,2017
B12_mean,1,4639.94461293533,Remote Sensing,2017
EVI,1,4639.94461293533,Remote Sensing,2017
GNDVI,1,4639.94461293533,Remote Sensing,2017
NDVI,1,4639.94461293533,Remote Sensing,2017
VarietyCRIMSON,2,4639.94461293533,Other,2017
VarietyINIAGRAPEONE,2,4639.94461293533,Other,2017
VarietySABLE,2,4639.94461293533,Other,2017
VarietyTHOMPSON,2,4639.94461293533,Other,2017
VarietyTIMCO,2,4639.94461293533,Other,2017
FieldCRIMSON..99.00,2,4639.94461293533,Other,2017
FieldCRIMSON.04,2,4639.94461293533,Other,2017
FieldINIAGRAPE.ONE.14,2,4639.94461293533,Other,2017
FieldSABLE.14,2,4639.94461293533,Other,2017
FieldTHOMPSON.00,2,4639.94461293533,Other,2017
FieldTHOMPSON.07,2,4639.94461293533,Other,2017
FieldTHOMPSON.08,2,4639.94461293533,Other,2017
FieldTHOMPSON.96,2,4639.94461293533,Other,2017
FieldTIMCO.14.CR,2,4639.94461293533,Other,2017
Year,2,4639.94461293533,Other,2017
Area_He,2,4639.94461293533,Other,2017
